File,Extracted_Entities,Ground_Truth_Entities,True_Positive,True_Negative,False_Positive,False_Negative,Accuracy
es-S0212-71992007000100006-1,"['immunoglobulins', 'immunoglobulin']",['immunoglobulins'],1,0,1,0,0.5
S0004-06142006000900008-1,"['enalapril', 'atenolol']","['enalapril', 'atenolol']",2,0,0,0,1.0
es-S1699-695X2016000200013-1,"['alcohol', 'cisplatin']",['cisplatin'],1,0,1,0,0.5
es-S1134-80462004000600007-1,"['p', 'metamizol', 'paracetamol', 'mg', 'midazolam', 'morphine', 'fentanyl']","['metamizol', 'paracetamol', 'midazolam', 'morphine', 'fentanyl']",5,0,2,0,0.7142857142857143
es-S1130-05582017000200122-1,"['mg', 'thiamine', 'metoclopramide', 'pyridoxine']","['thiamine', 'metoclopramide', 'pyridoxine']",3,0,1,0,0.75
es-S0212-16112007000100015-1,"['metformin', 'bicarbonate', 'mg', 'dobutamine', 'noradrenaline', 'glinclazide', 'acarbose']","['metformin', 'bicarbonate', 'glinclazide', 'noradrenaline', 'dobutamine', 'acarbose']",6,0,1,0,0.8571428571428571
es-S0211-69952015000600014-2,['cyclophosphamide'],['cyclophosphamide'],1,0,0,0,1.0
es-S1130-01082008000300010-1,"['prednisone', 'mg', 'o2']",['prednisone'],1,0,2,0,0.3333333333333333
es-S0212-71992006000800007-1,"['almagate', 'phosphorus', 'lormetazepam', 'calcium', 'deflazacort', 'mg', 'sodium', 'potassium', 'gabapentin', 'glucose', 'omeprazole', 'rabeprazole', 'iron', 'paroxetine']","['almagate', 'lormetazepam', 'deflazacort', 'gabapentin', 'omeprazole', 'rabeprazole', 'paroxetine']",7,0,7,0,0.5
es-S0378-48352005000100005-2,"['letrozole', 'trastuzumab', 'epirubicin', 'tamoxifen', 'docetaxel']","['letrozole', 'trastuzumab', 'epirubicin', 'tamoxifen', 'docetaxel']",5,0,0,0,1.0
es-S0212-16112009000600018-1,"['vitamin a', 'phosphorus', 'bleomycin', 'calcium', 'albumin', 'etoposide', 'vitamin b12', 'mg', 'k', 'zinc sulphate', 'glucose', 'vitamin d', 'zinc', 'cisplatin']","['bleomycin', 'zinc sulphate', 'cisplatin', 'etoposide']",4,0,10,0,0.2857142857142857
es-S0210-56912009000700006-2,['asa'],['asa'],1,0,0,0,1.0
es-S0365-66912005001100009-2,"['timolol maleate 0.5%', 'timoftol® 0.5%']","['timolol maleate 0.5%', 'timoftol® 0.5%']",2,0,0,0,1.0
es-S1139-76322016000300015-1,['silver nitrate'],['silver nitrate'],1,0,0,0,1.0
es-S0365-66912008000700010-1,['latanoprost'],['latanoprost'],1,0,0,0,1.0
es-S0465-546X2014000300010-1,"['nervobion', 'konakion', 'lysozyme', 'polyvalent human gamma globulin']","['nervobion', 'konakion', 'lysozyme', 'polyvalent human gamma globulin']",4,0,0,0,1.0
es-S0365-66912012001100004-1,"['bevacizumab', 'anti-vegf']","['bevacizumab', 'anti-vegf']",2,0,0,0,1.0
es-S0365-66912006001200009-1,"['mg', 'ciprofloxacin']",['ciprofloxacin'],1,0,1,0,0.5
es-S1130-01082006000900015-1,['5-asa'],['5-asa'],1,0,0,0,1.0
es-S0210-48062005000700015-1,"['mg', 'mitomycin c']",['mitomycin c'],1,0,1,0,0.5
es-S2340-98942015000100005-1,"['prednisone', 'montelukast', 'trabectedin', 'mg', 'paclitaxel', 'carboplatin', 'ranitidine', 'platinum salt', 'cetirizine', 'pegylated liposomal adriamycin']","['prednisone', 'montelukast', 'trabectedin', 'paclitaxel', 'carboplatin', 'ranitidine', 'platinum salt', 'cetirizine', 'pegylated liposomal adriamycin']",9,0,1,0,0.9
es-S0378-48352005000100005-1,['tamoxifen'],['tamoxifen'],1,0,0,0,1.0
es-S0213-12852006000600002-1,"['prednisone', 'cyclophosphamide', 'amphotericin b', 'tms', 'vincristine', 'acyclovir', 'etoposide', 'dexamethasone', 'mg', 'd4t', 'efv', 'efavirens', '3tc']","['prednisone', 'cyclophosphamide', 'amphotericin b', 'tms', 'vincristine', 'acyclovir', 'etoposide', 'dexamethasone', 'd4t', 'efv', 'efavirens', '3tc']",12,0,1,0,0.9230769230769232
es-S1134-80462009000800005-1,"['tramadol', 'mg', 'topiramate', 'amitriptyline', 'gabapentin']","['gabapentin', 'topiramate', 'amitriptyline', 'tramadol']",4,0,1,0,0.8
es-S0365-66912011000600005-2,"['pegylated ifn alpha-2b', 'ribavirin', 'ifn']","['pegylated ifn alpha-2b', 'ribavirin', 'ifn']",3,0,0,0,1.0
es-S1130-01082007000700011-1,"['carboplatin', 'etoposide']","['carboplatin', 'etoposide']",2,0,0,0,1.0
es-S1130-01082006000700014-1,"['ribavirin', 'albumin', 'mg', 'peginf alfa 2a', 'tamoxifen']","['ribavirin', 'peginf alfa 2a', 'tamoxifen']",3,0,2,0,0.6
es-S0210-48062005000100016-1,"['levofloxacin', 'tobramycin', 'mg', 'cefuroxime-axetil', 'amoxicillin-clavulanic acid', 'glucose', 'ceftriaxone']","['levofloxacin', 'tobramycin', 'cefuroxime-axetil', 'amoxicillin-clavulanic acid', 'ceftriaxone']",5,0,2,0,0.7142857142857143
es-S0365-66912004000600008-1,"['travatan', 'acular', 'travoprost', 'mg', 'ketorolac', 'edemox', 'timolol maleate 0.5%', 'timoftol 0.5%', 'acetazolamide']","['travatan', 'acular', 'travoprost', 'ketorolac', 'edemox', 'timolol maleate 0.5%', 'timoftol 0.5%', 'acetazolamide']",8,0,1,0,0.8888888888888888
es-S0378-48352004001000003-1,"['prednisone', 'mitoxontrone', 'adefovir dipivoxil', 'glucose', 'docetaxel']","['prednisone', 'docetaxel', 'mitoxontrone', 'adefovir dipivoxil']",4,0,1,0,0.8
es-S1137-66272012000300024-1,"['dabigatran', 'bisoprolol', 'enoxaparin', 'unfractionated heparin', 'heparin', 'alendronate', 'olmesartan', 'lepirudin', 'lmwh', 'k', 'atenolol', 'torasemide']","['dabigatran', 'bisoprolol', 'enoxaparin', 'unfractionated heparin', 'lepirudin', 'alendronate', 'olmesartan', 'lmwh', 'atenolol', 'torasemide']",10,0,2,0,0.8333333333333334
es-S0378-48352006000900006-1,"['gemcitabine', 'mg', 'carboplatin']","['gemcitabine', 'carboplatin']",2,0,1,0,0.6666666666666666
S0004-06142005001000011-1,"['prednisone', 'mycophenolate mofetil', 'interferon', '6-methyl-prednisolone', 'cyclosporine']","['prednisone', 'mycophenolate mofetil', 'interferon', '6-methyl-prednisolone', 'cyclosporine']",5,0,0,0,1.0
es-S1130-63432013000100011-1,"['nervinex', 'brivudine', 'leucovorin', 'oxaliplatin', 'amikacin', 'zinc sulphate', 'caspofungin', 'vancomycin', 'sucralfate', 'mg', 'morphine', 'acyclovir', 'granulocyte colony stimulating factors', 'meropenem', 'bevacizumab', '5-fu', 'filgrastim', 'viscous lidocaine', 'famciclovir', 'oxygen', 'fluconazole']","['nervinex', 'brivudine', 'leucovorin', 'oxaliplatin', 'amikacin', 'zinc sulphate', 'caspofungin', 'vancomycin', 'sucralfate', 'morphine', 'acyclovir', 'granulocyte colony stimulating factors', 'meropenem', 'bevacizumab', '5-fu', 'filgrastim', 'viscous lidocaine', 'famciclovir', 'fluconazole']",19,0,2,0,0.9047619047619048
es-S1134-80462015000200004-1,"['adolonta', 'distraneurine', 'metamizole', 'enantyun', 'tramadol', 'oxycontin', 'alprazolam', 'oxynorm', 'bromazepam', 'alcohol', 'paracetamol', 'cocaine', 'mg', 'mst', 'amitriptyline', 'morphine', 'pregabalin']","['adolonta', 'distraneurine', 'enantyun', 'tramadol', 'oxycontin', 'alprazolam', 'oxynorm', 'bromazepam', 'paracetamol', 'mst', 'amitriptyline', 'pregabalin', 'morphine', 'metamizole']",14,0,3,0,0.8235294117647058
es-S0212-16112013000300056-1,"['imipenem', 'daptomycin', 'linezolid', 'infliximab', 'caspofungin', 'rifampicin']","['imipenem', 'daptomycin', 'linezolid', 'infliximab', 'caspofungin', 'rifampicin']",6,0,0,0,1.0
es-S0210-48062007000400013-1,"['mg', 'methylprednisolone', 'indomethacin', 'bcg']","['methylprednisolone', 'indomethacin']",2,0,2,0,0.5
es-S0365-66912007001100010-1,"['mg', 'vigabatrin', 'carbamazepine', 'folic acid']","['vigabatrin', 'carbamazepine']",2,0,2,0,0.5
es-S0210-56912011000500009-3,"['mg', 'clopidogrel', 'acetylsalicylic acid', 'st', 'o2', 'heparin sodium']","['clopidogrel', 'acetylsalicylic acid', 'heparin sodium']",3,0,3,0,0.5
es-S0365-66912011000400005-2,"['prednisone', 'rituximab', 'adalimumab', 'methotrexate', 'infliximab']","['prednisone', 'rituximab', 'adalimumab', 'methotrexate', 'infliximab']",5,0,0,0,1.0
es-S0210-48062006000900014-1,"['imipenem', 'ciprofloxacin', 'metronidazole', 'ceftriaxone']","['imipenem', 'ciprofloxacin', 'metronidazole', 'ceftriaxone']",4,0,0,0,1.0
es-S0211-57352013000300011-1,"['depakine', 'olanzapine', 'lithium', 'alcohol', 'mg', 'valproic acid', 'lithium salts', 'vitamin b', 'risperidone']","['depakine', 'olanzapine', 'valproic acid', 'lithium salts', 'risperidone']",5,0,4,0,0.5555555555555556
es-S1139-76322015000500009-1,"['acetazolamide', 'potassium', 'k', 'p']",['acetazolamide'],1,0,3,0,0.25
es-S0210-48062004000500011-1,['chlorambucil'],['chlorambucil'],1,0,0,0,1.0
es-S1130-63432014000500010-1,"['mg', 'tocilizumab', 'methylprednisolone']","['tocilizumab', 'methylprednisolone']",2,0,1,0,0.6666666666666666
es-S0365-66912007000100010-1,"['mg', 'lanreotide', 'octreotide']",['lanreotide'],1,0,2,0,0.3333333333333333
S0004-06142007000100012-1,"['trimethoprim-sufamethoxazole', 'furosemide', 'ampicillin', 'gentamicin', 'cefotaxime']","['trimethoprim-sufamethoxazole', 'furosemide', 'ampicillin', 'gentamicin', 'cefotaxime']",5,0,0,0,1.0
es-S0365-66912004001000009-1,"['mg', 'methylprednisolone', 'urbason']","['methylprednisolone', 'urbason']",2,0,1,0,0.6666666666666666
es-S1139-76322017000200009-1,"['mg', 'chlorhexidine', 'acyclovir', 'amoxicillin-clavulanic acid']","['chlorhexidine', 'acyclovir', 'amoxicillin-clavulanic acid']",3,0,1,0,0.75
es-S1137-66272014000300016-1,"['mg', 'immunoglobulins', 'vancomycin', 'ceftriaxone']","['vancomycin', 'ceftriaxone']",2,0,2,0,0.5
es-S1137-66272006000500012-1,"['mg', 'acetylsalicylic acid', 'asa', 'p']","['acetylsalicylic acid', 'asa']",2,0,2,0,0.5
es-S0210-56912011000200009-1,"['prednisone', 'imipenem', 'ganciclovir', 'albumin', 'trimethoprim/sulfamethoxasol', 'oxygen', 'p']","['prednisone', 'imipenem', 'ganciclovir', 'trimethoprim/sulfamethoxasol', 'oxygen']",5,0,2,0,0.7142857142857143
es-S1130-05582008000200006-1,['hydantoin'],['hydantoin'],1,0,0,0,1.0
es-S1130-63432016000200009-1,"['vitamin b12', 'mg', 'folic acid', 'ebastine', 'iron']","['ebastine', 'vitamin b12']",2,0,3,0,0.4
es-S0004-06142009000100012-1,"['gemcitabine', 'docetaxel', 'ifosfamide', 'adriamycin']","['gemcitabine', 'docetaxel', 'ifosfamide', 'adriamycin']",4,0,0,0,1.0
es-S0378-48352006000400006-1,"['paclitaxel', 'carboplatin', 'megestrol acetate']","['paclitaxel', 'carboplatin', 'megestrol acetate']",3,0,0,0,1.0
es-S1698-69462006000200016-1,"['mg', 'ibuprofen', 'amoxicillin 875 mg / clavulanic acid']","['ibuprofen', 'amoxicillin 875 mg / clavulanic acid']",2,0,1,0,0.6666666666666666
es-S1134-80462005000300004-1,"['fentanyl citrate', 'morphine', 'fentanyl']","['fentanyl citrate', 'fentanyl']",2,0,1,0,0.6666666666666666
es-S0210-48062005000400012-1,"['filgastrim', 'carboplatin', 'cisplatin', 'gencitabine']","['filgastrim', 'carboplatin', 'cisplatin', 'gencitabine']",4,0,0,0,1.0
es-S1131-57682003000300008-1,"['omeprazole', 'cefuroxime-axetil', 'mg', 'albumin']","['omeprazole', 'cefuroxime-axetil']",2,0,2,0,0.5
es-S1139-13752009000200010-2,"['ganciclovir', 'cyclosporine', 'imurel', 'iron', 'azathioprine']","['azathioprine', 'ganciclovir', 'imurel', 'cyclosporine']",4,0,1,0,0.8
es-S1130-01082006000100014-1,"['gentamicin', 'mesalazine', 'albumin', 'mg', 'ampicillin', 'infliximab', 'azithromycin', 'azathioprine']","['gentamicin', 'mesalazine', 'ampicillin', 'infliximab', 'azithromycin', 'azathioprine']",6,0,2,0,0.75
es-S0365-66912010000700004-1,"['avandia', 'rosiglitazone', 'insulin', 'rosiglitiazone']","['avandia', 'rosiglitazone', 'insulin', 'rosiglitiazone']",4,0,0,0,1.0
es-S1137-66272011000300023-1,"['mg', 'acyclovir']",['acyclovir'],1,0,1,0,0.5
es-S1130-01082008000400013-1,"['mg', 'acenocoumarol', 'glucose', 'enoxaparin']","['acenocoumarol', 'enoxaparin']",2,0,2,0,0.5
es-S1130-63432016000100007-1,"['foscarnet', 'leflunomide', 'ganciclovir', 'everolimus', 'valganciclovir', 'mg', 'maribavir', 'cyclosporine']","['foscarnet', 'leflunomide', 'ganciclovir', 'everolimus', 'valganciclovir', 'maribavir', 'cyclosporine']",7,0,1,0,0.875
es-S1137-66272013000300020-1,"['omeprazole', 'mg', 'pantoprazole', 'fluconazole']","['omeprazole', 'fluconazole', 'pantoprazole']",3,0,1,0,0.75
es-S0004-06142010000500011-1,"['aminocaproic acid', 'saline solution']","['aminocaproic acid', 'saline solution']",2,0,0,0,1.0
es-S0211-69952013000500019-1,"['mycophenolic acid', 'tacrolimus', 'mg', 'spironolactone', 'p', 'interferon alpha']","['mycophenolic acid', 'spironolactone', 'tacrolimus', 'interferon alpha']",4,0,2,0,0.6666666666666666
es-S1130-01082007001100012-1,"['tg', 'albumin', 'somatostatin', 'mg', 'glucose']",['somatostatin'],1,0,4,0,0.2
es-S1130-01082008000800011-1,['amphotericin b'],['amphotericin b'],1,0,0,0,1.0
es-S1139-76322015000400006-1,"['physiological saline solution', 'calcium', 'mg', 'potassium', 'k', 'sodium bicarbonate', 'glucose', 'potassium citrate', 'o2', 'bicarbonate']","['physiological saline solution', 'potassium', 'sodium bicarbonate', 'potassium citrate', 'bicarbonate']",5,0,5,0,0.5
es-S0211-69952011000500011-2,"['metformin', 'cr', 'escitalopram', 'mg', 'sodium', 'potassium', 'ibuprofen', 'glucose', 'mirtazapine', 'simvastatin', 'bicarbonate']","['metformin', 'escitalopram', 'ibuprofen', 'mirtazapine', 'simvastatin']",5,0,6,0,0.4545454545454545
es-S0365-66912007000200009-1,"['infliximab', 'remicade', 'methylprednisolone', 'methotrexate']","['infliximab', 'remicade', 'methylprednisolone', 'methotrexate']",4,0,0,0,1.0
es-S0212-71992006001000008-1,"['immunoglobulins', 'pentoxifylline', 'azathioprine']","['pentoxifylline', 'azathioprine']",2,0,1,0,0.6666666666666666
es-S0365-66912012000200003-1,"['prednisone', 'trigon depot', 'triamcinolone']","['prednisone', 'trigon depot', 'triamcinolone']",3,0,0,0,1.0
es-S1887-85712013000200013-1,"['argentic sulphadiazine', 'neomycin', 'midazolam', 'mg', 'ketamine', 'bacitracin-zinc', 'polymyxin b sulphate']","['argentic sulphadiazine', 'neomycin', 'midazolam', 'ketamine', 'bacitracin-zinc', 'polymyxin b sulphate']",6,0,1,0,0.8571428571428571
es-S0365-66912007000700011-1,"['mg', 'ibuprofen']",['ibuprofen'],1,0,1,0,0.5
es-S1130-01082005001200011-1,"['clonazepam', 'calcium', 'mg', 'piracetan', 'vitamin b', 'azathioprine']","['clonazepam', 'piracetan', 'azathioprine']",3,0,3,0,0.5
es-S1137-66272013000200023-1,"['gemcitabine', 'paclitaxel', 'carboplatin', 'cisplatin']","['gemcitabine', 'paclitaxel', 'carboplatin', 'cisplatin']",4,0,0,0,1.0
es-S1130-01082007000600012-1,"['penicillin', 'folic acid', 'iron', 'gamma globulin']",['penicillin'],1,0,3,0,0.25
es-S1137-66272013000200022-1,"['vitamin b12', 'mg', 'oral iron', 'claversal', 'folic acid', 'azathioprine']","['vitamin b12', 'folic acid', 'claversal', 'iron', 'azathioprine']",4,0,2,1,0.5714285714285714
es-S1134-80462015000100006-1,"['codeine', 'tramadol', 'saline solution', 'acyclovir', 'mg', 'potassium', 'pregabalin', 'acetaminophen with codeine', 'diclofenac', 'morphine', 'acetaminophen']","['codeine', 'tramadol', 'saline solution', 'acyclovir', 'pregabalin', 'acetaminophen with codeine', 'diclofenac', 'morphine', 'acetaminophen']",9,0,2,0,0.8181818181818182
es-S0376-78922012000200008-1,"['letrozole', 'lidocaine', 'cyclophosphamide', 'taxane', 'lidocaine 1%', 'adrenaline', 'trastuzumab', 'adriamycin', 'silicone gel']","['letrozole', 'cyclophosphamide', 'taxane', 'lidocaine 1%', 'adrenaline', 'trastuzumab', 'adriamycin']",7,0,2,0,0.7777777777777778
es-S0210-56912006000100005-1,"['oxygen', 'o2', 'oni', 'dopamine']","['oxygen', 'o2', 'oni', 'dopamine']",4,0,0,0,1.0
es-S1130-05582008000500007-1,"['metronidazole', 'amoxicillin-clavulanic acid', 'tetanus vaccine and gamma globulin']","['metronidazole', 'amoxicillin-clavulanic acid', 'tetanus vaccine and gamma globulin']",3,0,0,0,1.0
es-S0211-69952013000200019-1,"['mg', 'dextrose 1.5%']",['dextrose 1.5%'],1,0,1,0,0.5
es-S0378-48352005000400004-1,"['calcium', 'adr', 'dtic', 'ctx', 'cddp', 'vp16', 'calcitonin']","['vp16', 'adr', 'cddp', 'ctx', 'dtic']",5,0,2,0,0.7142857142857143
es-S0210-48062006000700012-1,['levofloxacin'],['levofloxacin'],1,0,0,0,1.0
es-S1139-76322013000100010-1,"['mg', 'amoxicillin', 'amoxicillin/clavulanic acid']","['amoxicillin', 'amoxicillin/clavulanic acid']",2,0,1,0,0.6666666666666666
es-S0212-16112012000300029-1,"['mg', 'albumin', 'octeotride', 'oxygen']",['octeotride'],1,0,3,0,0.25
es-S1139-76322015000300017-1,['fusidic acid'],['fusidic acid'],1,0,0,0,1.0
es-S0365-66912009000100008-1,['atropine 1%'],['atropine 1%'],1,0,0,0,1.0
es-S1887-85712014000100005-1,"['dabigatran', 'enalapril', 'simvastatin']","['dabigatran', 'enalapril', 'simvastatin']",3,0,0,0,1.0
es-S1130-01082008000200009-3,['heparin'],['heparin'],1,0,0,0,1.0
es-S1131-57682001000100007-2,"['mg', 'rifampicin']",['rifampicin'],1,0,1,0,0.5
es-S0211-69952014000500020-1,"['cr', 'golimumab', 'adalimumab', 'humira']","['golimumab', 'adalimumab', 'humira']",3,0,1,0,0.75
es-S1134-80462008000800003-1,"['procaine', 'metoprolol', 'o2', 'epinephrine']","['metoprolol', 'procaine', 'epinephrine']",3,0,1,0,0.75
es-S1130-63432014000100011-1,"['betamethasone', 'clonazepam', 'clonacepam', 'etanercept', 'mycophenolate mofetil', 'valproic', 'levetiracetam', 'mg', 'clobetasol', 'ciclosporin', 'carbamazepine', 'valproic acid', 'levitiracetam', 'biperidene', 'diazepam', 'calcipotriol']","['betamethasone', 'clonazepam', 'clonacepam', 'etanercept', 'mycophenolate mofetil', 'valproic', 'levetiracetam', 'clobetasol', 'calcipotriol', 'carbamazepine', 'valproic acid', 'levitiracetam', 'biperidene', 'diazepam', 'ciclosporin']",15,0,1,0,0.9375
es-S1887-85712011000200007-1,"['nadolol', 'mg', 'levothyroxine', 'topiramate', 'timolol maleate', 'acetazolamide', 'bimatoprost']","['nadolol', 'levothyroxine', 'topiramate', 'timolol maleate', 'acetazolamide', 'bimatoprost']",6,0,1,0,0.8571428571428571
es-S1139-76322014000500011-1,"['mg', 'deflazacort', 'ibuprofen', 'glucose']","['deflazacort', 'ibuprofen']",2,0,2,0,0.5
es-S1130-01082011000500014-1,"['mesalazine', 'azatriopine', 'albumin', 'mg', 'sodium heparin', 'glucose', 'low molecular weight heparin']","['sodium heparin', 'azatriopine', 'low molecular weight heparin', 'mesalazine']",4,0,3,0,0.5714285714285714
es-S1134-80462009000800008-1,"['oxycodone', 'methadone', 'calcium', 'acenocoumarin', 'hydromorphone', 'morphine', 'fentanyl']","['oxycodone', 'methadone', 'acenocoumarin', 'hydromorphone', 'morphine', 'fentanyl']",6,0,1,0,0.8571428571428571
es-S1575-06202010000200004-1,"['betamethasone', 'tracolimus 0.1%', 'salicylic petrolatum', 'calcipotriol']","['betamethasone', 'tracolimus 0.1%', 'salicylic petrolatum', 'calcipotriol']",4,0,0,0,1.0
es-S0378-48352005000500005-1,"['vcr', 'adr', 'vp-16', 'ifosfamide', 'ctx']","['vcr', 'adr', 'vp-16', 'ifosfamide', 'ctx']",5,0,0,0,1.0
es-S1130-01082007001200014-1,"['ibuprofen', 'mianserin', 'ketoprofen']","['ibuprofen', 'mianserin', 'ketoprofen']",3,0,0,0,1.0
es-S0212-16112014000300032-1,"['imipenem', 'meropenem', 'glucose']","['imipenem', 'meropenem', 'glucose']",3,0,0,0,1.0
es-S0210-48062007000100012-1,"['cisplatin', 'etoposide']","['cisplatin', 'etoposide']",2,0,0,0,1.0
es-S0212-16112012000400060-1,"['interferon', 'mg', 'k', 'glucose', 'bicarbonate']",['interferon'],1,0,4,0,0.2
es-S1130-01082008000800009-1,"['omeprazole', 'mg']",['omeprazole'],1,0,1,0,0.5
es-S1134-80462015000200005-1,"['dexketoprofen', 'paracetamol', 'mg', 'oxygen', 'tromethamol', 'fentanyl']","['dexketoprofen', 'tromethamol', 'fentanyl', 'paracetamol']",4,0,2,0,0.6666666666666666
es-S0212-71992006000200006-1,"['vancomycin', 'atorvastatin', 'tobramycin', 'mg', 'gliclazide', 'acetylsalicylic acid', 'quinapril', 'amoxicillin-clavulanic acid', 'acarbose']","['vancomycin', 'atorvastatin', 'tobramycin', 'gliclazide', 'acetylsalicylic acid', 'quinapril', 'amoxicillin-clavulanic acid', 'acarbose']",8,0,1,0,0.8888888888888888
es-S1134-80462016000600005-3,"['tramadol', 'mg', 'amitriptyline', 'carbamazepine', 'pregabalin', 'p']","['amitriptyline', 'carbamazepine', 'pregabalin', 'tramadol']",4,0,2,0,0.6666666666666666
es-S1134-80462009000800004-1,"['mg', 'midazolam', 'ketamine']","['midazolam', 'ketamine']",2,0,1,0,0.6666666666666666
es-S0210-48062005000600013-1,"['saline solution', 'colchicine']",['colchicine'],1,0,1,0,0.5
es-S0210-56912008000400007-1,['labetalol'],['labetalol'],1,0,0,0,1.0
es-S0212-16112012000500042-1,"['cu', 'chlorine', 'phosphorus', 'calcium', 'mn', 'cr', 'albumin', 'sodium', 'potassium', 'mg', 'se', 'magnesium', 'infliximab', 'glucose', 'zinc', 'nitrogen']","['cu', 'chlorine', 'phosphorus', 'calcium', 'mn', 'cr', 'sodium', 'potassium', 'se', 'magnesium', 'infliximab', 'zinc']",12,0,4,0,0.75
es-S0210-56912007000200007-3,"['teicoplanin', 'dopamine', 'mg', 'sodium bicarbonate', 'cefotaxime', 'noradrenaline']","['teicoplanin', 'dopamine', 'sodium bicarbonate', 'cefotaxime', 'noradrenaline']",5,0,1,0,0.8333333333333334
es-S1130-01082008001200016-2,"['mg', 'imatinib']",['imatinib'],1,0,1,0,0.5
es-S1130-63432016000400010-1,"['igs', 'enoxaparin', 'lmwh', 'mg', 'low molecular weight heparin']","['igs', 'lmwh', 'low molecular weight heparin', 'enoxaparin']",4,0,1,0,0.8
es-S0212-71992006000700009-1,"['vancomycin', 'piperacillin', 'amiodarone', 'tazobactam', 'dopamine', 'mg', 'gentamicin', 'o2']","['vancomycin', 'piperacillin', 'amiodarone', 'tazobactam', 'dopamine', 'gentamicin']",6,0,2,0,0.75
es-S0211-69952016000200176-1,"['prednisone', 'levofloxacin', 'cyclophosphamide', '6-methylprednisolone', 'tacrolinus', 'mycophenolate mofetil', 'tacrolimus', 'mg', 'p']","['prednisone', 'levofloxacin', 'cyclophosphamide', '6-methylprednisolone', 'tacrolinus', 'mycophenolate mofetil', 'tacrolimus']",7,0,2,0,0.7777777777777778
es-S1130-63432016000400011-1,"['levofloxacin', 'ramucirumab', 'capecitabine', 'oxaliplatin', 'dexamethasone', 'mg', 'paclitaxel', 'filgrastim', 'naproxen', 'epirubicin']","['levofloxacin', 'ramucirumab', 'capecitabine', 'oxaliplatin', 'dexamethasone', 'paclitaxel', 'filgrastim', 'naproxen', 'epirubicin']",9,0,1,0,0.9
es-S0378-48352004000200007-1,"['bleomycin', 'cyclophosphamide', 'actinomycin-d', 'methotrexate', 'mg', 'adriamycin', 'cisplatin']","['bleomycin', 'cyclophosphamide', 'actinomycin-d', 'methotrexate', 'adriamycin', 'cisplatin']",6,0,1,0,0.8571428571428571
es-S1130-01082010001100014-1,['cyclophosphamide'],['cyclophosphamide'],1,0,0,0,1.0
es-S1888-75462016000400180-1,['tinzapain sodium'],['tinzapain sodium'],1,0,0,0,1.0
es-S0212-16112009000600017-1,"['atorvastatin', 'candesartan', 'ezetimibe', 'enalapril', 'furosemide', 'barnidipine', 'albumin', 'sodium', 'spironolactone', 'mg', 'acetylsalicylic acid', 'k', 'omeprazole', 'p']","['atorvastatin', 'candesartan', 'ezetimibe', 'enalapril', 'furosemide', 'barnidipine', 'spironolactone', 'acetylsalicylic acid', 'omeprazole']",9,0,5,0,0.6428571428571429
es-S0212-71992007001000007-1,"['prednisone', 'calcium', 'pyrazinamide', 'mg', 'isoniazid', 'k', 'glucose', 'phosphate', 'rifampicin']","['prednisone', 'isoniazid', 'pyrazinamide', 'rifampicin']",4,0,5,0,0.4444444444444444
es-S1139-76322012000400011-1,['praziquantel'],['praziquantel'],1,0,0,0,1.0
es-S1130-01082008000500014-1,"['mg', 'thalidomide', 'somatostatin']","['thalidomide', 'somatostatin']",2,0,1,0,0.6666666666666666
es-S1134-80462013000200002-1,"['lidocaine', 'hyoscine butylbromide', 'levobupivacaine', 'dexketoprofen', 'alprazolam', 'tolterodine', 'morphine chloride', 'paracetamol', 'mg', 'tamsulosin', 'metamizole', 'fentanyl']","['lidocaine', 'hyoscine butylbromide', 'levobupivacaine', 'dexketoprofen', 'alprazolam', 'tolterodine', 'morphine chloride', 'paracetamol', 'tamsulosin', 'metamizole', 'fentanyl']",11,0,1,0,0.9166666666666666
es-S0378-48352006000400005-1,"['gemcitabine', 'capecitabine', 'p', 'mg', 'il-2', 'atenolol', 'adriamycin', 'ifosfamide', 'iron', 'gemzitabine']","['gemcitabine', 'fluoropyrimidines', 'capecitabine', 'il-2', 'atenolol', 'adriamycin', 'ifosfamide', 'gemzitabine']",7,0,3,1,0.6363636363636364
es-S1887-85712016000100005-1,"['cefazolin', 'prasugrel', 'acetylsalicylic acid']","['cefazolin', 'prasugrel', 'acetylsalicylic acid']",3,0,0,0,1.0
es-S2254-28842014000200009-1,"['diazepam', 'heparin', 'physiological saline', '20% human albumin']","['diazepam', 'heparin', 'physiological saline', '20% human albumin']",4,0,0,0,1.0
es-S1135-76062010000300006-1,['oxcarbazepine'],['oxcarbazepine'],1,0,0,0,1.0
es-S1139-76322009000100006-1,"['adenosine', 'mg', 'adenocor', 'propranolol', 'saline', 'o2', 'p']","['saline', 'adenocor', 'adenosine', 'propranolol']",4,0,3,0,0.5714285714285714
es-S0211-69952013000500035-1,"['mg', 'glivec', 'imatinib', 'albumin']","['glivec', 'imatinib']",2,0,2,0,0.5
es-S1130-01082007000700011-2,"['cddp', 'etoposide']",['etoposide'],1,0,1,0,0.5
es-S0376-78922008000400007-1,"['thalidomide', 'saline solution', 'colchicine', 'mg', 'silicone gel']","['saline solution', 'colchicine', 'thalidomide']",3,0,2,0,0.6
es-S0378-48352006000300008-1,"['mg', 'prednisone', 'gemcitabine']","['prednisone', 'gemcitabine']",2,0,1,0,0.6666666666666666
S0004-06142007000100011-1,['physiological saline solution'],['physiological saline solution'],1,0,0,0,1.0
